Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,MonthName,Day,WeekOfYear,IsWeekend,SalesPerCustomer,PromoStatus,HolidayStatus,CompetitionGroup
29,3,2015-01-14,8407,697,1,1.0,0.0,0.0,Type D,Extended,2170.0,0.0,0.0,0,0.0,0.0,None,2015,1,January,14,3,0,12.061692969870876,Promo,Holiday,Near
191,2,2015-04-14,7358,759,1,1.0,0,0.0,Type A,Basic,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,4,April,14,16,0,9.69433465085639,Promo,Non-Holiday,Near
751,2,2015-03-03,4175,496,1,1.0,0,0.0,Type A,Basic,650.0,10.0,2006.0,0,0.0,0.0,None,2015,3,March,3,10,0,8.41733870967742,Promo,Non-Holiday,Very Near
588,5,2015-05-08,7171,783,1,1.0,0,0.0,Type D,Extended,15720.0,3.0,2010.0,0,0.0,0.0,None,2015,5,May,8,19,0,9.158365261813538,Promo,Non-Holiday,Far
303,3,2015-01-14,6656,653,1,1.0,0.0,0.0,Type A,Basic,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,1,January,14,3,0,10.192955589586523,Promo,Holiday,Far
212,5,2015-03-20,4775,446,1,1.0,0,0.0,Type A,Extended,15050.0,9.0,2008.0,0,0.0,0.0,None,2015,3,March,20,12,0,10.70627802690583,Promo,Non-Holiday,Far
515,6,2015-01-24,6948,620,1,0.0,0.0,0.0,Type D,Extended,11260.0,0.0,0.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2015,1,January,24,4,1,11.206451612903226,No Promo,Holiday,Far
606,3,2015-04-01,7878,749,1,1.0,0,1.0,Type A,Basic,2260.0,11.0,2007.0,0,0.0,0.0,None,2015,4,April,1,14,0,10.518024032042725,Promo,Non-Holiday,Near
873,1,2015-03-30,5321,574,1,1.0,0,0.0,Type A,Basic,2040.0,11.0,2008.0,0,0.0,0.0,None,2015,3,March,30,14,0,9.270034843205575,Promo,Non-Holiday,Near
444,6,2015-04-11,11224,1415,1,0.0,0,0.0,Type C,Basic,1700.0,11.0,2009.0,0,0.0,0.0,None,2015,4,April,11,15,1,7.932155477031802,No Promo,Non-Holiday,Near
576,2,2015-01-20,4143,673,1,0.0,0.0,0.0,Type C,Basic,50.0,11.0,2006.0,0,0.0,0.0,None,2015,1,January,20,4,0,6.156017830609213,No Promo,Holiday,Very Near
857,1,2015-06-15,10622,1096,1,1.0,0,0.0,Type C,Basic,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,June,15,25,0,9.691605839416058,Promo,Non-Holiday,Moderate
759,3,2015-07-15,8998,877,1,1.0,0,1.0,Type A,Basic,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,7,July,15,29,0,10.259977194982897,Promo,Non-Holiday,Very Near
795,2,2015-04-14,5193,500,1,1.0,0,0.0,Type D,Basic,510.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,4,April,14,16,0,10.386,Promo,Non-Holiday,Very Near
461,5,2015-02-20,5404,485,1,1.0,0,0.0,Type D,Extended,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,February,20,8,0,11.142268041237113,Promo,Non-Holiday,Near
747,2,2015-02-03,9010,739,1,1.0,0.0,1.0,Type C,Extended,45740.0,8.0,2008.0,0,0.0,0.0,None,2015,2,February,3,6,0,12.192151556156968,Promo,Holiday,
172,1,2015-02-02,8231,943,1,1.0,0.0,0.0,Type A,Basic,110.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,2,February,2,6,0,8.728525980911982,Promo,Holiday,Very Near
284,1,2015-05-04,6424,496,1,1.0,0,0.0,Type D,Basic,1290.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,May,4,19,0,12.951612903225806,Promo,Non-Holiday,Near
191,6,2015-05-30,7822,709,1,0.0,0,0.0,Type A,Basic,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,5,May,30,22,1,11.032440056417489,No Promo,Non-Holiday,Near
700,6,2015-01-31,2748,303,1,0.0,0.0,0.0,Type A,Extended,830.0,0.0,0.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,January,31,5,1,9.069306930693068,No Promo,Holiday,Very Near
142,2,2015-01-27,4792,548,1,1.0,0.0,0.0,Type A,Basic,1090.0,7.0,2002.0,0,0.0,0.0,None,2015,1,January,27,5,0,8.744525547445255,Promo,Holiday,Near
327,1,2015-01-12,11260,1182,1,1.0,0.0,0.0,Type C,Extended,1390.0,12.0,2004.0,0,0.0,0.0,None,2015,1,January,12,3,0,9.526226734348562,Promo,Holiday,Near
749,5,2015-01-30,6217,750,1,1.0,0.0,0.0,Type A,Basic,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,January,30,5,0,8.289333333333333,Promo,Holiday,Near
337,3,2015-05-20,4248,328,1,1.0,0,0.0,Type D,Extended,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2015,5,May,20,21,0,12.951219512195122,Promo,Non-Holiday,Far
336,6,2015-05-16,10330,1600,1,0.0,0,0.0,Type A,Basic,190.0,7.0,2014.0,0,0.0,0.0,None,2015,5,May,16,20,1,6.45625,No Promo,Non-Holiday,Very Near
264,3,2015-07-29,7049,848,1,1.0,0,1.0,Type A,Basic,180.0,3.0,2014.0,0,0.0,0.0,None,2015,7,July,29,31,0,8.3125,Promo,Non-Holiday,Very Near
196,5,2015-04-24,4142,623,1,0.0,0,0.0,Type C,Basic,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,April,24,17,0,6.648475120385233,No Promo,Non-Holiday,Near
956,4,2015-06-11,3404,455,1,0.0,0,0.0,Type A,Basic,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,6,June,11,24,0,7.481318681318681,No Promo,Non-Holiday,Near
176,1,2015-02-16,4366,454,1,1.0,0,0.0,Type A,Basic,3770.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,16,8,0,9.616740088105727,Promo,Non-Holiday,Near
760,2,2015-06-02,9028,1363,1,1.0,0,0.0,Type A,Basic,560.0,1.0,2011.0,0,0.0,0.0,None,2015,6,June,2,23,0,6.623624358033749,Promo,Non-Holiday,Very Near
778,1,2015-07-13,7273,902,1,1.0,0,0.0,Type A,Basic,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,July,13,29,0,8.063192904656319,Promo,Non-Holiday,Very Near
648,2,2015-06-30,8592,673,1,1.0,0,0.0,Type D,Basic,2130.0,12.0,2008.0,0,0.0,0.0,None,2015,6,June,30,27,0,12.766716196136702,Promo,Non-Holiday,Near
1100,6,2015-02-21,3149,394,1,0.0,0,0.0,Type A,Basic,540.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,21,8,1,7.99238578680203,No Promo,Non-Holiday,Very Near
94,4,2015-03-05,8033,693,1,1.0,0,0.0,Type D,Extended,14620.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,5,10,0,11.591630591630592,Promo,Non-Holiday,Far
932,6,2015-04-18,4507,489,1,0.0,0,0.0,Type A,Basic,15700.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,4,April,18,16,1,9.21676891615542,No Promo,Non-Holiday,Far
976,4,2015-01-22,6332,651,1,0.0,0.0,0.0,Type A,Basic,4180.0,0.0,0.0,0,0.0,0.0,None,2015,1,January,22,4,0,9.726574500768049,No Promo,Holiday,Near
138,5,2015-02-06,8719,791,1,1.0,0,0.0,Type A,Extended,25360.0,10.0,2014.0,0,0.0,0.0,None,2015,2,February,6,6,0,11.02275600505689,Promo,Non-Holiday,
938,3,2015-07-08,7862,825,1,0.0,0,0.0,Type A,Basic,2820.0,9.0,2009.0,0,0.0,0.0,None,2015,7,July,8,28,0,9.52969696969697,No Promo,Non-Holiday,Near
715,4,2015-02-12,5636,598,1,0.0,0,1.0,Type A,Basic,14810.0,6.0,2014.0,0,0.0,0.0,None,2015,2,February,12,7,0,9.424749163879598,No Promo,Non-Holiday,Far
836,4,2015-05-28,5671,702,1,0.0,0,0.0,Type A,Basic,2720.0,9.0,2012.0,0,0.0,0.0,None,2015,5,May,28,22,0,8.078347578347579,No Promo,Non-Holiday,Near
403,1,2015-05-18,9809,894,1,1.0,0,0.0,Type A,Basic,4970.0,7.0,2015.0,0,0.0,0.0,None,2015,5,May,18,21,0,10.972035794183444,Promo,Non-Holiday,Near
905,1,2015-01-26,7656,1057,1,1.0,0.0,0.0,Type A,Basic,90.0,6.0,2014.0,0,0.0,0.0,None,2015,1,January,26,5,0,7.24314096499527,Promo,Holiday,Very Near
1058,6,2015-02-28,6929,615,1,0.0,0,0.0,Type A,Extended,180.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,2,February,28,9,1,11.266666666666667,No Promo,Non-Holiday,Very Near
1002,4,2015-02-26,4565,582,1,0.0,0,0.0,Type D,Extended,1130.0,11.0,2008.0,0,0.0,0.0,None,2015,2,February,26,9,0,7.8436426116838485,No Promo,Non-Holiday,Near
158,4,2015-06-18,8060,473,1,1.0,0,0.0,Type D,Extended,11840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,6,June,18,25,0,17.04016913319239,Promo,Non-Holiday,Far
889,6,2015-04-25,2704,294,1,0.0,0,0.0,Type D,Basic,18670.0,12.0,2005.0,0,0.0,0.0,None,2015,4,April,25,17,1,9.197278911564625,No Promo,Non-Holiday,Far
436,1,2015-02-16,7969,802,1,1.0,0,1.0,Type D,Basic,2300.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,16,8,0,9.936408977556109,Promo,Non-Holiday,Near
755,2,2015-07-28,12226,943,1,1.0,0,1.0,Type D,Extended,13130.0,12.0,2003.0,0,0.0,0.0,None,2015,7,July,28,31,0,12.965005302226935,Promo,Non-Holiday,Far
210,6,2015-04-18,2945,320,1,0.0,0,0.0,Type D,Basic,970.0,11.0,1999.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,4,April,18,16,1,9.203125,No Promo,Non-Holiday,Very Near
169,3,2015-05-06,6409,560,1,1.0,0,0.0,Type D,Basic,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2015,5,May,6,19,0,11.444642857142858,Promo,Non-Holiday,Very Near
323,2,2015-01-13,7246,603,1,1.0,0.0,0.0,Type D,Extended,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,1,January,13,3,0,12.016583747927031,Promo,Holiday,Moderate
1021,4,2015-07-23,8464,1006,1,0.0,0,1.0,Type A,Basic,1080.0,5.0,2011.0,0,0.0,0.0,None,2015,7,July,23,30,0,8.41351888667992,No Promo,Non-Holiday,Near
429,4,2015-03-19,5011,383,1,1.0,0,0.0,Type D,Extended,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,March,19,12,0,13.08355091383812,Promo,Non-Holiday,Far
904,4,2015-04-30,8063,599,1,1.0,0,0.0,Type D,Extended,570.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,April,30,18,0,13.46076794657763,Promo,Non-Holiday,Very Near
806,4,2015-03-26,5322,432,1,0.0,0,0.0,Type D,Basic,260.0,0.0,0.0,1,44.0,2010.0,"Feb,May,Aug,Nov",2015,3,March,26,13,0,12.319444444444445,No Promo,Non-Holiday,Very Near
811,5,2015-02-20,3445,556,1,1.0,0,0.0,Type A,Basic,410.0,9.0,2012.0,0,0.0,0.0,None,2015,2,February,20,8,0,6.196043165467626,Promo,Non-Holiday,Very Near
849,1,2015-06-08,6215,744,1,0.0,0,0.0,Type C,Extended,5000.0,0.0,0.0,0,0.0,0.0,None,2015,6,June,8,24,0,8.353494623655914,No Promo,Non-Holiday,Near
489,6,2015-02-14,3095,298,1,0.0,0,0.0,Type A,Basic,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,2,February,14,7,1,10.385906040268456,No Promo,Non-Holiday,Far
866,6,2015-05-30,7253,506,1,0.0,0,0.0,Type D,Basic,9680.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,5,May,30,22,1,14.33399209486166,No Promo,Non-Holiday,Moderate
70,5,2015-02-27,5970,636,1,0.0,0,0.0,Type C,Extended,4840.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,27,9,0,9.38679245283019,No Promo,Non-Holiday,Near
992,5,2015-07-31,6919,716,1,1.0,0,1.0,Type A,Basic,2480.0,7.0,1990.0,0,0.0,0.0,None,2015,7,July,31,31,0,9.66340782122905,Promo,Non-Holiday,Near
227,1,2015-05-18,7861,712,1,1.0,0,0.0,Type A,Basic,2370.0,0.0,0.0,0,0.0,0.0,None,2015,5,May,18,21,0,11.040730337078651,Promo,Non-Holiday,Near
579,5,2015-03-13,6601,742,1,0.0,0,0.0,Type C,Basic,20970.0,11.0,2012.0,0,0.0,0.0,None,2015,3,March,13,11,0,8.89622641509434,No Promo,Non-Holiday,
1018,3,2015-07-29,11658,1253,1,1.0,0,1.0,Type C,Extended,140.0,9.0,2012.0,0,0.0,0.0,None,2015,7,July,29,31,0,9.304070231444532,Promo,Non-Holiday,Very Near
688,5,2015-02-27,3485,390,1,0.0,0,0.0,Type A,Basic,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,February,27,9,0,8.935897435897436,No Promo,Non-Holiday,Far
494,6,2015-06-20,5252,776,1,0.0,0,0.0,Type B,Basic,1260.0,6.0,2011.0,0,0.0,0.0,None,2015,6,June,20,25,1,6.768041237113402,No Promo,Non-Holiday,Near
207,6,2015-02-14,8532,1077,1,0.0,0,0.0,Type A,Basic,6870.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,14,7,1,7.922005571030641,No Promo,Non-Holiday,Moderate
534,1,2015-01-12,10533,700,1,1.0,0.0,0.0,Type D,Basic,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,January,12,3,0,15.047142857142857,Promo,Holiday,Near
264,2,2015-01-27,7641,993,1,1.0,0.0,0.0,Type A,Basic,180.0,3.0,2014.0,0,0.0,0.0,None,2015,1,January,27,5,0,7.694864048338369,Promo,Holiday,Very Near
981,1,2015-06-08,6301,669,1,0.0,0,0.0,Type D,Extended,2620.0,11.0,2002.0,0,0.0,0.0,None,2015,6,June,8,24,0,9.418535127055307,No Promo,Non-Holiday,Near
461,3,2015-02-18,5083,498,1,1.0,0,0.0,Type D,Extended,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,February,18,8,0,10.206827309236948,Promo,Non-Holiday,Near
600,4,2015-04-16,7058,642,1,1.0,0,1.0,Type D,Extended,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2015,4,April,16,16,0,10.993769470404985,Promo,Non-Holiday,Far
656,3,2015-03-25,2549,350,1,0.0,0,0.0,Type D,Basic,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,3,March,25,13,0,7.282857142857143,No Promo,Non-Holiday,Very Near
6,6,2015-04-11,3138,373,1,0.0,0,0.0,Type A,Basic,310.0,12.0,2013.0,0,0.0,0.0,None,2015,4,April,11,15,1,8.412868632707776,No Promo,Non-Holiday,Very Near
155,2,2015-06-23,5141,555,1,0.0,0,0.0,Type D,Basic,3050.0,0.0,0.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,June,23,26,0,9.263063063063063,No Promo,Non-Holiday,Near
373,6,2015-03-07,4964,343,1,0.0,0,0.0,Type D,Extended,11120.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,March,7,10,1,14.472303206997085,No Promo,Non-Holiday,Far
825,2,2015-07-28,6319,668,1,1.0,0,0.0,Type A,Basic,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,July,28,31,0,9.459580838323353,Promo,Non-Holiday,Very Near
835,2,2015-07-21,4045,528,1,0.0,0,1.0,Type A,Basic,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,July,21,30,0,7.660984848484849,No Promo,Non-Holiday,Near
564,5,2015-07-24,5068,465,1,0.0,0,1.0,Type D,Extended,6540.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,July,24,30,0,10.898924731182795,No Promo,Non-Holiday,Moderate
276,3,2015-03-25,3240,476,1,0.0,0,0.0,Type A,Basic,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,March,25,13,0,6.80672268907563,No Promo,Non-Holiday,Near
604,6,2015-06-27,6004,464,1,0.0,0,0.0,Type D,Basic,10950.0,3.0,2014.0,0,0.0,0.0,None,2015,6,June,27,26,1,12.939655172413794,No Promo,Non-Holiday,Far
976,5,2015-06-19,7470,750,1,1.0,0,0.0,Type A,Basic,4180.0,0.0,0.0,0,0.0,0.0,None,2015,6,June,19,25,0,9.96,Promo,Non-Holiday,Near
247,4,2015-07-02,9056,647,1,1.0,0,0.0,Type D,Extended,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,July,2,27,0,13.996908809891808,Promo,Non-Holiday,Very Near
772,5,2015-01-30,5071,590,1,1.0,0.0,0.0,Type D,Extended,1850.0,0.0,0.0,0,0.0,0.0,None,2015,1,January,30,5,0,8.594915254237288,Promo,Holiday,Near
627,4,2015-01-15,5920,595,1,1.0,0.0,0.0,Type C,Extended,3970.0,3.0,2010.0,0,0.0,0.0,None,2015,1,January,15,3,0,9.949579831932773,Promo,Holiday,Near
537,2,2015-03-17,6819,727,1,1.0,0,0.0,Type A,Basic,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,March,17,12,0,9.379642365887207,Promo,Non-Holiday,Very Near
984,2,2015-01-13,6679,732,1,1.0,0.0,0.0,Type C,Basic,440.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,January,13,3,0,9.12431693989071,Promo,Holiday,Very Near
769,4,2015-03-05,11747,3332,1,1.0,0,0.0,Type B,Extra,840.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,3,March,5,10,0,3.5255102040816326,Promo,Non-Holiday,Very Near
823,1,2015-04-13,7995,707,1,1.0,0,1.0,Type A,Extended,16210.0,11.0,2010.0,0,0.0,0.0,None,2015,4,April,13,16,0,11.308345120226308,Promo,Non-Holiday,Far
961,2,2015-06-02,8601,768,1,1.0,0,0.0,Type D,Extended,9430.0,0.0,0.0,0,0.0,0.0,None,2015,6,June,2,23,0,11.19921875,Promo,Non-Holiday,Moderate
22,4,2015-07-23,4390,501,1,0.0,0,0.0,Type A,Basic,1040.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,July,23,30,0,8.7624750499002,No Promo,Non-Holiday,Near
1072,2,2015-05-26,7656,748,1,0.0,0,1.0,Type A,Extended,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov",2015,5,May,26,22,0,10.235294117647058,No Promo,Non-Holiday,Moderate
565,4,2015-03-26,5420,646,1,0.0,0,0.0,Type A,Extended,160.0,7.0,2007.0,0,0.0,0.0,None,2015,3,March,26,13,0,8.390092879256965,No Promo,Non-Holiday,Very Near
949,3,2015-03-18,6890,587,1,1.0,0,0.0,Type A,Basic,870.0,3.0,2006.0,0,0.0,0.0,None,2015,3,March,18,12,0,11.737649063032368,Promo,Non-Holiday,Very Near
930,4,2015-05-28,5378,930,1,0.0,0,0.0,Type A,Basic,70.0,0.0,0.0,0,0.0,0.0,None,2015,5,May,28,22,0,5.7827956989247316,No Promo,Non-Holiday,Very Near
280,2,2015-03-31,7260,510,1,1.0,0,1.0,Type D,Extended,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,3,March,31,14,0,14.235294117647058,Promo,Non-Holiday,Far
80,1,2015-03-30,11591,768,1,1.0,0,1.0,Type D,Basic,7910.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,30,14,0,15.092447916666666,Promo,Non-Holiday,Moderate
224,4,2015-02-19,8276,539,1,1.0,0,0.0,Type D,Extended,7930.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,February,19,8,0,15.354359925788497,Promo,Non-Holiday,Moderate
894,2,2015-03-17,10498,1149,1,1.0,0,0.0,Type A,Basic,190.0,11.0,2012.0,0,0.0,0.0,None,2015,3,March,17,12,0,9.136640557006093,Promo,Non-Holiday,Very Near
428,2,2015-03-24,4001,373,1,0.0,0,0.0,Type D,Basic,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2015,3,March,24,13,0,10.726541554959786,No Promo,Non-Holiday,Near
288,4,2015-07-09,5040,373,1,0.0,0,0.0,Type D,Basic,800.0,0.0,0.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2015,7,July,9,28,0,13.512064343163539,No Promo,Non-Holiday,Very Near
998,2,2015-01-13,4499,549,1,1.0,0.0,0.0,Type A,Basic,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,1,January,13,3,0,8.194899817850638,Promo,Holiday,Very Near
888,6,2015-03-07,9408,829,1,0.0,0,0.0,Type D,Basic,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,March,7,10,1,11.348612786489747,No Promo,Non-Holiday,Near
186,1,2015-07-20,3354,360,1,0.0,0,0.0,Type A,Basic,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,July,20,30,0,9.316666666666666,No Promo,Non-Holiday,Very Near
998,5,2015-01-30,5206,559,1,1.0,0.0,0.0,Type A,Basic,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,1,January,30,5,0,9.313059033989267,Promo,Holiday,Very Near
865,5,2015-02-20,8749,720,1,1.0,0,0.0,Type D,Extended,2640.0,0.0,0.0,0,0.0,0.0,None,2015,2,February,20,8,0,12.151388888888889,Promo,Non-Holiday,Near
957,2,2015-02-24,6967,845,1,0.0,0,0.0,Type D,Extended,1420.0,11.0,2012.0,0,0.0,0.0,None,2015,2,February,24,9,0,8.244970414201184,No Promo,Non-Holiday,Near
631,5,2015-01-30,7192,756,1,1.0,0.0,0.0,Type D,Extended,2870.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,1,January,30,5,0,9.513227513227513,Promo,Holiday,Near
18,5,2015-07-24,6409,717,1,0.0,0,1.0,Type D,Extended,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,July,24,30,0,8.93863319386332,No Promo,Non-Holiday,Far
735,4,2015-07-30,6249,528,1,1.0,0,1.0,Type D,Extended,1920.0,4.0,2005.0,0,0.0,0.0,None,2015,7,July,30,31,0,11.835227272727273,Promo,Non-Holiday,Near
849,1,2015-06-15,11189,977,1,1.0,0,0.0,Type C,Extended,5000.0,0.0,0.0,0,0.0,0.0,None,2015,6,June,15,25,0,11.452405322415558,Promo,Non-Holiday,Near
1024,1,2015-03-30,8763,905,1,1.0,0,0.0,Type C,Extended,1990.0,1.0,2012.0,0,0.0,0.0,None,2015,3,March,30,14,0,9.682872928176796,Promo,Non-Holiday,Near
620,1,2015-04-20,7908,779,1,0.0,0,0.0,Type D,Extended,5440.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,4,April,20,17,0,10.151476251604622,No Promo,Non-Holiday,Moderate
834,3,2015-07-01,7565,713,1,1.0,0,0.0,Type A,Basic,3470.0,3.0,2012.0,0,0.0,0.0,None,2015,7,July,1,27,0,10.610098176718093,Promo,Non-Holiday,Near
17,2,2015-02-10,5414,769,1,0.0,0,0.0,Type A,Basic,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",2015,2,February,10,7,0,7.0403120936280885,No Promo,Non-Holiday,Very Near
57,5,2015-07-24,7140,711,1,0.0,0,1.0,Type D,Extended,420.0,6.0,2014.0,0,0.0,0.0,None,2015,7,July,24,30,0,10.042194092827005,No Promo,Non-Holiday,Very Near
750,4,2015-07-02,4631,365,1,1.0,0,0.0,Type D,Basic,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,July,2,27,0,12.687671232876712,Promo,Non-Holiday,Moderate
365,6,2015-01-31,7239,706,1,0.0,0.0,0.0,Type C,Basic,2410.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,1,January,31,5,1,10.253541076487252,No Promo,Holiday,Near
99,1,2015-03-02,7487,599,1,1.0,0,0.0,Type C,Extended,2030.0,11.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,3,March,2,10,0,12.499165275459099,Promo,Non-Holiday,Near
870,1,2015-06-22,6911,872,1,0.0,0,0.0,Type A,Basic,780.0,4.0,2009.0,0,0.0,0.0,None,2015,6,June,22,26,0,7.9254587155963305,No Promo,Non-Holiday,Very Near
736,2,2015-07-14,5955,518,1,1.0,0,0.0,Type C,Extended,1650.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,July,14,29,0,11.496138996138995,Promo,Non-Holiday,Near
445,3,2015-03-25,6082,950,1,0.0,0,0.0,Type A,Basic,240.0,0.0,0.0,0,0.0,0.0,None,2015,3,March,25,13,0,6.402105263157894,No Promo,Non-Holiday,Very Near
1036,3,2015-04-15,4873,446,1,1.0,0,0.0,Type D,Extended,9560.0,0.0,0.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,April,15,16,0,10.926008968609866,Promo,Non-Holiday,Moderate
290,5,2015-05-22,7585,729,1,1.0,0,0.0,Type A,Basic,4150.0,5.0,2001.0,0,0.0,0.0,None,2015,5,May,22,21,0,10.404663923182442,Promo,Non-Holiday,Near
310,4,2015-06-11,7788,666,1,0.0,0,0.0,Type A,Extended,2290.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,June,11,24,0,11.693693693693694,No Promo,Non-Holiday,Near
178,1,2015-01-12,15159,1258,1,1.0,0.0,0.0,Type D,Basic,1710.0,0.0,0.0,0,0.0,0.0,None,2015,1,January,12,3,0,12.050079491255962,Promo,Holiday,Near
174,6,2015-04-25,6804,515,1,0.0,0,0.0,Type A,Basic,13090.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,4,April,25,17,1,13.211650485436893,No Promo,Non-Holiday,Far
402,3,2015-04-22,4201,488,1,0.0,0,0.0,Type C,Extended,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,4,April,22,17,0,8.60860655737705,No Promo,Non-Holiday,Moderate
329,3,2015-02-04,6849,606,1,1.0,0.0,0.0,Type A,Basic,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,2,February,4,6,0,11.301980198019802,Promo,Holiday,Near
